movie,chapter,character,dialog,part,dialog_len
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,"Yeah, he would.  D'you think I haven't noticed the two of you whispering behind my back?  D'you think I haven't guessed what you were thinking?",7,25
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Don't lie!  You said it, too, you said you were disappointed --",7,12
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,I didn't!  Not like that!  Harry -- I didn't!,7,9
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Do you know why I listen to that radio, every night?  Do you!  To make sure I don't hear Ginny's name or Fred or George or Mum or --",7,29
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,You think I don't listen!  You think I don't know what it's like --,7,14
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Go then.  But leave that.,7,5
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Are you staying?  Or coming?,7,5
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Fine.  I get it.  I saw you two the other night.  Yeah, that's right.  Didn't know I knew, did you?",7,20
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,"What?  Ron, no -- please --",7,6
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,You were right.  It's like you said.  Snitches have flesh memories.  But I didn't catch my first Snitch with my hand.  I almost swallowed it.,7,25
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,'I open at the close?',7,5
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,What do you reckon it means?,7,6
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,"I don't know.  But look, I've found something as well...",7,10
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,"I thought it was a picture of an eye, but now I don't think it is. It isn't a rune and it's not in Spellman's Syllabary either.  And it's been inked in -- somebody drew it -- it isn't part of the book.",7,43
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,"Luna's dad was wearing that, at Ron- At Bill and Fleur's wedding.",7,12
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,What d'you mean -- wearing it?,7,6
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Around his neck.  Like an amulet. I didn't think much of it at the time.  You know Luna -- she's always got some mad thing or the other she's carrying around.  I just figured it ran in the family.,7,39
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Why would someone have drawn it in a children's book?,7,10
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,"Hermione, I've been thinking.  I -- I want to go to Godric's Hollow. It's where I was born, it's where my parents died --",7,24
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,And it's exactly where You-Know- Who will expect you to go. Because it means something to you.,7,17
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,"But it means something to him too, Hermione.  You-Know-Who nearly died there.  Wouldn't that be just the kind of place he'd hide a Horcrux?",7,24
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,"It's dangerous, Harry.  But I have to admit, recently even I've been thinking we might have to go.  I think it's possible something else is hidden there. The sword.  If Dumbledore didn't want it falling into the Ministry's hands, but wanted you to find it, what better place to hide it than the birthplace of the founder of Gryffindor himself?",7,60
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,"Godric's Hollow is the birthplace of Godric Gryffindor -- I mean, 'course it is.  Obvious, isn't it?",7,17
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,"Harry, did you ever even open A History of Magic?",7,10
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Tossed it at Neville once when he was snoring -- might've popped open.,7,13
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Don't ever let me give you a haircut again.,7,9
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,I still think we should've used Polyjuice Potion.,7,8
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,No.  This is where I was born. I'm not returning as someone else.,7,13
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,"Harry, I think it's Christmas Eve! Listen...",7,7
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Do you think they'd be in there? My mum and dad?,7,11
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Yeah. I think they would.,7,5
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Did you know he had a sister?,7,7
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Someone's watching us.  By the gate.,7,6
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,I don't think this is a good idea.,7,8
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,We look like ordinary Muggles.,7,5
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Muggles who've just been laying flowers on your parents' grave.,7,10
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Relax.  This is right.  I know it.,7,7
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,"This is where they died, Hermione. This is where he murdered them.",7,12
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"Harry, I'm not sure about this.",7,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,"Hermione, she knew Dumbledore. She might have the sword. Besides, she's barely knee-high to a house-elf.  I think we can overpower her if it turns ugly.",7,26
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,There's something odd about her. And what's that smell?,7,9
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Here.  Let me do that.,7,5
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"You have a lovely house, Miss Bagshot.",7,7
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Miss Bagshot?  Who is this man?,7,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,His name.  Can you tell me his name?,7,8
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,"This is him, Hermione.  The one I saw in Gregorovitch's wandshop. The thief.  Miss Bagshot, who is he?",7,18
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,She wants us to go upstairs.,7,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,She wants me to go.  Alone.,7,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,It's all right.  You stay here.,7,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"Harry... Harry, can you hear me...?",7,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,I'm fine.  But you've been sick. Rest... Rest a bit more...,7,11
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,You've outdone yourself this time.,7,5
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"The Forest of Dean.  I came here once with my mum and dad, years ago.  It's just how I remember it. The trees.  The river.  It's like nothing's changed.  Not true, of course.  Everything's changed.  If I brought my parents here, they wouldn't recognize any of it.  Not the trees.  Not the river.  Not... me.",7,55
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"Wendell and Monica Wilkens now reside happily in Sydney, Australia.  They have two dogs, run a small sweet shop, but floss daily.  No children.",7,24
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"Maybe we should just stay here, Harry.  Grow old.",7,9
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"You wanted to know who the boy in the photograph was.  Well, I know.",7,14
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"It was in Bathilda's sitting room. Rita Skeeter had sent it to her. Harry, it doesn't make for very nice reading --",7,22
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,"Who is he, Hermione?  The thief? Did Dumbledore know him?",7,10
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,"Tell me, Hermione.  Who is he?",7,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"Gellert Grindelwald.  He's not very well known in Britain, but there was a time, before You-Know- Who...",7,17
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,"Hermione, I don't need to have read A History of Magic to know who Gellert Grindelwald is.",7,17
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"When Grindelwald was seventeen, he was expelled from Durmstrang. He'd started doing some twisted things at school -- experiments. A few teachers had always protected him, but they couldn't anymore.  After he left, he traveled for awhile, then ended up in Godric's Hollow where his great aunt lived, Bathilda Bagshot.",7,50
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,"Get to the hard part, Hermione.",7,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"She introduced him to Dumbledore. It made sense.  Dumbledore's mother had just died, Grindelwald was troubled and they were both brilliant -- they'd never really had anyone they could talk to on the same level.  They did a lot of talking that summer.  But they always returned to one particular subject.",7,51
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,And Dumbledore believed in it?,7,5
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,'For the Greater Good.'  What does that mean?,7,8
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"It was something Dumbledore came up with.  He believed wizards were superior and should rule over Muggles, but gently, for their own good.  Grindelwald took a more violent position.",7,29
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"It was a different time, Harry. It was one summer.  Dumbledore was young --",7,14
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,"We're young, Hermione.  And here we are, risking our lives to fight against the very thing Dumbledore supported.",7,18
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"He changed, Harry.  Years later, it was Dumbledore who put Grindelwald in prison.",7,13
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Where's my wand?  I'll take the watch.,7,7
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"It's my fault.  As we were leaving Godric's Hollow, I cast a curse and it rebounded... I'm sorry, Harry, I tried to mend it but wands are different --",7,29
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Leave me yours.  You get back in the warm.  And give me that.,7,13
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,"He loved you, Harry.  I know he loved you.",7,9
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Are -- you -- mental?,7,5
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"Well, yeah.  Bit obvious, I'd think.",7,6
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,And the doe.  That was you as well.,7,8
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,No.  I reckoned it was you.,7,6
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,My Patronus is a stag.,7,5
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,You didn't see anyone else?,7,5
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"No, I... I did think maybe I saw something -- when I was running -- over there --",7,18
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,"But I reckon whoever cast the doe, put the sword in that pool hoping we'd find it.",7,17
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"And we did, didn't we?",7,5
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,See that?  It knows.  It's afraid. Do it.,7,8
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"What?  No.  Harry.  That thing's bad for me.  I can't handle it. I'm not making excuses for how I acted, but that thing affects me more than it affects you and Hermione.  It made me think stuff -- stuff I was thinking anyway, but it made everything worse.",7,48
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Then why are you here?  Why did you come back?,7,10
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,"I'll have to speak to it in order for it to open.  When it does, don't hesitate.  I don't know what's in here, but it'll put up a fight.  The bit of Riddle that was in his diary tried to kill me.",7,42
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,On three.  One.  Two.  Three. Take me inside...,7,8
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Voldemort,I have seen your heart and it is mine...,7,9
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron.  Don't listen to it!,7,5
